Elapsed Time,Log,RIP Resp,PPG PulseOx1,Heart Rate PulseOx1,Grip Strength Sensor 1,SpO2 PulseOx1,Pulse d(Trace)/dt,Pulse d2(Trace)/dt2,Pulse Rate (BPM),d(Pulse Rate)/dt (BPMPM),Pulse Interval (ms),Pulse RMSSD (ms),Pulse SDNN (BPM),Pulse P50 (%),Pulse Live Residual
612.064, ,-0.1875,79.31762,47,519.4665,98,-0.0073242188,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.31762
612.06805, ,-0.1875,79.30541,47,519.4665,98,-0.012207031,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30541
612.072, ,-0.1875,79.30541,47,519.4665,98,-0.012207031,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30541
612.07605, ,-0.1875,79.30541,47,519.4665,98,-0.012207031,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30541
612.08, ,-0.1875,79.30053,47,519.6806,98,-0.0048828125,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30053
612.08405, ,-0.1875,79.30053,47,519.4665,98,-0.0048828125,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30053
612.088, ,-0.1875,79.30053,47,519.4665,98,-0.0048828125,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30053
612.09204, ,-0.1875,79.30053,47,519.6806,98,-0.0048828125,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30053
612.096, ,-0.1875,79.30785,47,519.4665,98,0.0073242188,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30785
612.10004, ,-0.1875,79.30785,47,519.4665,98,0.0073242188,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30785
612.104, ,-0.1875,79.30785,47,519.4665,98,0.0073242188,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.30785
612.10803, ,-0.1875,79.32494,47,519.4665,98,0.017089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.32494
612.112, ,-0.1875,79.32494,47,519.4665,98,0.017089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.32494
612.116, ,-0.1875,79.32494,47,519.4665,98,0.017089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.32494
612.12006, ,-0.1875,79.34936,47,519.4665,98,0.024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.34936
612.124, ,-0.1875,79.34936,47,519.6806,98,0.024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.34936
612.12805, ,-0.1875,79.34936,47,519.4665,98,0.024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.34936
612.132, ,-0.1875,79.34936,47,519.4665,98,0.024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.34936
612.13605, ,-0.1875,79.36889,47,519.4665,98,0.01953125,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.36889
612.14, ,-0.1875,79.36889,47,519.4665,98,0.01953125,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.36889
612.14404, ,-0.1875,79.36889,47,519.4665,98,0.01953125,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.36889
612.148, ,-0.1875,79.38354,47,519.6806,98,0.0146484375,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38354
612.15204, ,-0.1875,79.38354,47,519.4665,98,0.0146484375,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38354
612.156, ,-0.1875,79.38354,47,519.4665,98,0.0146484375,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38354
612.16003, ,-0.1875,79.38842,47,519.4665,98,0.0048828125,-0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.164, ,-0.1875,79.38842,47,519.4665,98,0.0048828125,-0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.168, ,-0.1875,79.38842,47,519.4665,98,0.0048828125,-0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.17206, ,-0.1875,79.38842,47,519.4665,98,0.0048828125,-0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.176, ,-0.1875,79.38842,47,519.4665,98,0,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.18005, ,-0.1875,79.38842,47,519.4665,98,0,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.184, ,-0.1875,79.38842,47,519.4665,98,0,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38842
612.18805, ,-0.1875,79.38354,47,519.4665,98,-0.0048828125,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38354
612.192, ,-0.1875,79.38354,47,519.4665,98,-0.0048828125,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38354
612.19604, ,-0.1875,79.38354,47,519.4665,98,-0.0048828125,-0.0048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38354
612.2, ,-0.1875,79.38598,47,519.4665,98,0.0024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38598
612.20404, ,-0.1875,79.38598,47,519.4665,98,0.0024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38598
612.208, ,-0.1875,79.38598,47,519.4665,98,0.0024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38598
612.21204, ,-0.1875,79.38598,47,519.4665,98,0.0024414063,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.38598
612.216, ,-0.1875,79.40551,47,519.4665,98,0.01953125,0.017089844,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.40551
612.22003, ,-0.1875,79.40551,47,519.4665,98,0.01953125,0.017089844,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.40551
612.224, ,-0.1875,79.40551,47,519.4665,98,0.01953125,0.017089844,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.40551
612.228, ,-0.1875,79.46166,47,519.4665,98,0.056152344,0.036621094,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.46166
612.23206, ,-0.1875,79.46166,47,519.4665,98,0.056152344,0.036621094,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.46166
612.236, ,-0.1875,79.46166,47,519.4665,98,0.056152344,0.036621094,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.46166
612.24005, ,-0.1875,79.56664,47,519.4665,98,0.10498047,0.048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.56664
612.244, ,-0.1875,79.56664,47,519.4665,98,0.10498047,0.048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.56664
612.24805, ,-0.1875,79.56664,47,519.4665,98,0.10498047,0.048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.56664
612.252, ,-0.1875,79.56664,47,519.4665,98,0.10498047,0.048828125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.56664
612.25604, ,-0.1875,79.7351,47,519.4665,98,0.16845703,0.06347656,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.7351
612.26, ,-0.1875,79.7351,47,519.4665,98,0.16845703,0.06347656,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.7351
612.26404, ,-0.1875,79.7351,47,519.4665,98,0.16845703,0.06347656,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.7351
612.268, ,-0.1875,79.96704,47,519.4665,98,0.23194122,0.06349182,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.96704
612.27203, ,-0.1875,79.96704,47,519.6806,98,0.23194122,0.06349182,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.96704
612.276, ,-0.1875,79.96704,47,519.6806,98,0.23194122,0.06349182,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.96704
612.28, ,-0.1875,80.24292,47,519.4665,98,0.2758789,0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.24292
612.28406, ,-0.1875,80.24292,47,519.6806,98,0.2758789,0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.24292
612.288, ,-0.1875,80.24292,47,519.4665,98,0.2758789,0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.24292
612.29205, ,-0.1875,80.24292,47,519.6806,98,0.2758789,0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.24292
612.296, ,-0.1875,80.53834,47,519.4665,98,0.2954178,0.01953125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.53834
612.30005, ,-0.1875,80.53834,47,519.4665,98,0.2954178,0.01953125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.53834
612.304, ,-0.1875,80.53834,47,519.4665,98,0.2954178,0.01953125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.53834
612.30804, ,-0.1875,80.82155,47,519.4665,98,0.28321075,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.82155
612.312, ,-0.1875,80.82155,47,519.4665,98,0.28321075,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.82155
612.31604, ,-0.1875,80.82155,47,519.4665,98,0.28321075,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.82155
612.32, ,-0.1875,81.06081,47,519.4665,98,0.23925781,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.06081
612.32404, ,-0.1875,81.06081,47,519.4665,98,0.23925781,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.06081
612.328, ,-0.1875,81.06081,47,519.4665,98,0.23925781,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.06081
612.33203, ,-0.1875,81.06081,47,519.4665,98,0.23925781,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.06081
612.33606, ,-0.1875,81.23659,47,519.4665,98,0.17578125,-0.06347656,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.23659
612.34, ,-0.1875,81.23659,47,519.4665,98,0.17578125,-0.06347656,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.23659
612.34406, ,-0.1875,81.23659,47,519.4665,98,0.17578125,-0.06347656,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.23659
612.348, ,-0.1875,81.35134,47,519.4665,98,0.11475372,-0.061035156,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.35134
612.35205, ,-0.1875,81.35134,47,519.4665,98,0.11475372,-0.061035156,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.35134
612.356, ,-0.1875,81.35134,47,519.4665,98,0.11475372,-0.061035156,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.35134
612.36005, ,-0.1875,81.4197,47,519.4665,98,0.068359375,-0.046401978,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4197
612.364, ,-0.1875,81.4197,47,519.4665,98,0.068359375,-0.046401978,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4197
612.36804, ,-0.1875,81.4197,47,519.6806,98,0.068359375,-0.046401978,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4197
612.372, ,-0.1875,81.4197,47,519.4665,98,0.068359375,-0.046401978,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4197
612.37604, ,-0.1875,81.45876,47,519.4665,98,0.0390625,-0.029296875,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.45876
612.38, ,-0.1875,81.45876,47,519.4665,98,0.0390625,-0.029296875,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.45876
612.38403, ,-0.1875,81.45876,47,519.4665,98,0.0390625,-0.029296875,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.45876
612.388, ,-0.1875,81.4905,47,519.4665,98,0.03173828,-0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4905
612.392, ,-0.1875,81.4905,47,519.4665,98,0.03173828,-0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4905
612.39606, ,-0.1875,81.4905,47,519.4665,98,0.03173828,-0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.4905
612.4, ,-0.1875,81.529564,47,519.4665,98,0.0390625,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.529564
612.40405, ,-0.1875,81.529564,47,519.4665,98,0.0390625,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.529564
612.408, ,-0.1875,81.529564,47,519.4665,98,0.0390625,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.529564
612.41205, ,-0.1875,81.529564,47,519.6806,98,0.0390625,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.529564
612.416, ,-0.1875,81.57839,47,519.4665,98,0.048828125,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.57839
612.42004, ,-0.1875,81.57839,47,519.6806,98,0.048828125,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.57839
612.424, ,-0.1875,81.57839,47,519.4665,98,0.048828125,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.57839
612.42804, ,-0.1875,81.636986,47,519.6806,98,0.05859375,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.636986
612.432, ,-0.1875,81.636986,47,519.4665,98,0.05859375,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.636986
612.43604, ,-0.1875,81.636986,47,519.4665,98,0.05859375,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.636986
612.44, ,-0.1875,81.69558,47,519.4665,98,0.05859375,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.69558
612.44403, ,-0.1875,81.69558,47,519.4665,98,0.05859375,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.69558
612.44806, ,-0.1875,81.69558,47,519.4665,98,0.05859375,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.69558
612.452, ,-0.1875,81.69558,47,519.4665,98,0.05859375,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.69558
612.45605, ,-0.1875,81.74197,47,519.4665,98,0.04638672,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74197
612.46, ,-0.1875,81.74197,47,519.4665,98,0.04638672,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74197
612.46405, ,-0.1875,81.74197,47,519.4665,98,0.04638672,-0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74197
612.468, ,-0.1875,81.761505,47,519.4665,98,0.01953888,-0.02684021,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.761505
612.47205, ,-0.1875,81.761505,47,519.4665,98,0.01953888,-0.02684021,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.761505
612.476, ,-0.1875,81.761505,47,519.4665,98,0.01953888,-0.02684021,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.761505
612.48004, ,-0.1875,81.74929,47,519.4665,98,-0.012214661,-0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74929
612.484, ,-0.1875,81.74929,47,519.4665,98,-0.012214661,-0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74929
612.48804, ,-0.1875,81.74929,47,519.4665,98,-0.012214661,-0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74929
612.492, ,-0.1875,81.74929,47,519.4665,98,-0.012214661,-0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.74929
612.49603, ,-0.1875,81.6907,47,519.4665,98,-0.05859375,-0.04637146,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.6907
612.5, ,-0.1875,81.6907,47,519.2523,98,-0.05859375,-0.04637146,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.6907
612.504, ,-0.1875,81.6907,47,519.4665,98,-0.05859375,-0.04637146,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.6907
612.50806, ,-0.1875,81.58816,47,519.4665,98,-0.10253906,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.58816
612.512, ,-0.1875,81.58816,47,519.4665,98,-0.10253906,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.58816
612.51605, ,-0.1875,81.58816,47,519.4665,98,-0.10253906,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.58816
612.52, ,-0.1875,81.44167,47,519.2523,98,-0.14648438,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.44167
612.52405, ,-0.1875,81.44167,47,519.4665,98,-0.14648438,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.44167
612.528, ,-0.1875,81.44167,47,519.4665,98,-0.14648438,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.44167
612.53204, ,-0.1875,81.44167,47,519.4665,98,-0.14648438,-0.043945313,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.44167
612.536, ,-0.1875,81.270775,47,519.4665,98,-0.17089844,-0.024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.270775
612.54004, ,-0.1875,81.270775,47,519.4665,98,-0.17089844,-0.024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.270775
612.544, ,-0.1875,81.270775,47,519.4665,98,-0.17089844,-0.024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.270775
612.54803, ,-0.1875,81.0901,47,519.4665,98,-0.18067169,-0.009780884,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.0901
612.552, ,-0.1875,81.0901,47,519.4665,98,-0.18067169,-0.009780884,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.0901
612.556, ,-0.1875,81.0901,47,519.4665,98,-0.18067169,-0.009780884,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,81.0901
612.56006, ,-0.1875,80.919205,47,519.4665,98,-0.17089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.919205
612.564, ,-0.1875,80.919205,47,519.4665,98,-0.17089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.919205
612.56805, ,-0.1875,80.919205,47,519.6806,98,-0.17089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.919205
612.572, ,-0.1875,80.919205,47,519.6806,98,-0.17089844,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.919205
612.57605, ,-0.1875,80.76784,48,519.2523,98,-0.15136719,0.01953125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.76784
612.58, ,-0.1875,80.76784,48,519.4665,98,-0.15136719,0.01953125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.76784
612.58405, ,-0.1875,80.76784,48,519.6806,98,-0.15136719,0.01953125,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.76784
612.588, ,-0.1875,80.64576,48,519.4665,98,-0.12207794,0.029296875,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.64576
612.59204, ,-0.1875,80.64576,48,519.4665,98,-0.12207794,0.029296875,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.64576
612.596, ,-0.1875,80.64576,48,519.6806,98,-0.12207794,0.029296875,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.64576
612.60004, ,-0.1875,80.55543,48,519.4665,98,-0.09033203,0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.55543
612.604, ,-0.1875,80.55543,48,519.4665,98,-0.09033203,0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.55543
612.60803, ,-0.1875,80.55543,48,519.4665,98,-0.09033203,0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.55543
612.612, ,-0.1875,80.55543,48,519.4665,98,-0.09033203,0.03175354,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.55543
612.616, ,-0.1875,80.49195,48,519.4665,98,-0.06347656,0.026855469,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.49195
612.62006, ,-0.1875,80.49195,48,519.4665,98,-0.06347656,0.026855469,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.49195
612.624, ,-0.1875,80.49195,48,519.2523,98,-0.06347656,0.026855469,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.49195
612.62805, ,-0.1875,80.44068,48,519.2523,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.44068
612.632, ,-0.1875,80.44068,48,519.4665,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.44068
612.63605, ,-0.1875,80.44068,48,519.4665,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.44068
612.64, ,-0.1875,80.396736,48,519.4665,98,-0.043945313,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.396736
612.64404, ,-0.1875,80.396736,48,519.4665,98,-0.043945313,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.396736
612.648, ,-0.1875,80.396736,48,519.6806,98,-0.043945313,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.396736
612.65204, ,-0.1875,80.396736,48,519.4665,98,-0.043945313,0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.396736
612.656, ,-0.1875,80.34547,48,519.4665,98,-0.05126953,-0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.34547
612.66003, ,-0.1875,80.34547,48,519.4665,98,-0.05126953,-0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.34547
612.664, ,-0.1875,80.34547,48,519.4665,98,-0.05126953,-0.0073242188,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.34547
612.668, ,-0.1875,80.27955,48,519.6806,98,-0.06591797,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.27955
612.67206, ,-0.1875,80.27955,48,519.4665,98,-0.06591797,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.27955
612.676, ,-0.1875,80.27955,48,519.4665,98,-0.06591797,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.27955
612.68005, ,-0.1875,80.2063,48,519.4665,98,-0.07324982,-0.0073394775,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.2063
612.684, ,-0.1875,80.2063,48,519.4665,98,-0.07324982,-0.0073394775,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.2063
612.68805, ,-0.1875,80.2063,48,519.4665,98,-0.07324982,-0.0073394775,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.2063
612.692, ,-0.1875,80.2063,48,519.6806,98,-0.07324982,-0.0073394775,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.2063
612.69604, ,-0.1875,80.13306,48,519.4665,98,-0.07324219,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.13306
612.7, ,-0.1875,80.13306,48,519.4665,98,-0.07324219,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.13306
612.70404, ,-0.1875,80.13306,48,519.4665,98,-0.07324219,0,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.13306
612.708, ,-0.1875,80.06958,48,519.4665,98,-0.06347656,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.06958
612.71204, ,-0.1875,80.06958,48,519.4665,98,-0.06347656,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.06958
612.716, ,-0.1875,80.06958,48,519.4665,98,-0.06347656,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.06958
612.72003, ,-0.1875,80.01831,48,519.4665,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.01831
612.724, ,-0.1875,80.01831,48,519.4665,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.01831
612.728, ,-0.1875,80.01831,48,519.4665,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.01831
612.73206, ,-0.1875,80.01831,48,519.4665,98,-0.05126953,0.012207031,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,80.01831
612.736, ,-0.1875,79.97681,48,519.6806,98,-0.041503906,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.97681
612.74005, ,-0.1875,79.97681,48,519.4665,98,-0.041503906,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.97681
612.744, ,-0.1875,79.97681,48,519.4665,98,-0.041503906,0.009765625,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.97681
612.74805, ,-0.1875,79.93286,48,519.4665,98,-0.043945313,-0.0024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.93286
612.752, ,-0.1875,79.93286,48,519.4665,98,-0.043945313,-0.0024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.93286
612.75604, ,-0.1875,79.93286,48,519.4665,98,-0.043945313,-0.0024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.93286
612.76, ,-0.1875,79.87427,48,519.4665,98,-0.05859375,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.87427
612.76404, ,-0.1875,79.87427,48,519.4665,98,-0.05859375,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.87427
612.768, ,-0.1875,79.87427,48,519.4665,98,-0.05859375,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.87427
612.77203, ,-0.1875,79.87427,48,519.4665,98,-0.05859375,-0.0146484375,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.87427
612.776, ,-0.1875,79.81323,48,519.4665,98,-0.061035156,-0.0024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.81323
612.78, ,-0.1875,79.81323,48,519.4665,98,-0.061035156,-0.0024414063,47.94192,4.014669,2493.3333,480.29828,1.7588505,44.444447,79.81323
